timestamp,step,action,type,price,position,balance,profit_loss,drawdown
2025-05-07 21:29:32.715340,0,2,open_short,115.11,-1,10000.0,0.0,0.0
2025-05-07 21:29:32.726779,2,1,close_short_manual,0.0,0,10001.503964989059,1.50396498905908,0.0
2025-05-07 21:29:32.735603,3,1,open_long,115.66,1,10001.503964989059,0.0,0.0
2025-05-07 21:29:32.749580,5,2,close_long_manual,0.0,0,9998.896040198497,-2.6079247905624614,-1.1039598015031515
2025-05-07 21:29:32.765887,6,1,stop_loss_long,0.0,0,10002.89159905616,0.0,-1.1039598015031515
2025-05-07 21:29:32.782674,7,1,stop_loss_long,0.0,0,10006.888754539143,0.0,-1.1039598015031515
2025-05-07 21:29:32.796052,8,1,stop_loss_long,0.0,0,10010.887507285457,0.0,-1.1039598015031515
2025-05-07 21:29:32.810415,9,1,open_long,113.52,1,10010.887507285457,0.0,-1.1039598015031515
2025-05-07 21:29:32.838635,14,1,stop_loss_long,0.0,0,10008.146058689954,0.0,-1.1039598015031515
2025-05-07 21:29:32.851505,15,1,stop_loss_long,0.0,0,10012.145313855006,0.0,-1.1039598015031515
2025-05-07 21:29:32.862420,16,1,open_long,112.38,1,10012.145313855006,0.0,-1.1039598015031515
2025-05-07 21:29:32.873762,17,2,close_long_manual,0.0,0,10009.913418024704,-2.231895830302497,-1.1039598015031515
2025-05-07 21:29:32.882089,18,2,open_short,111.87,-1,10009.913418024704,0.0,-1.1039598015031515
2025-05-07 21:29:32.896141,19,1,close_short_manual,0.0,0,10009.62778300538,-0.2856350193228661,-1.1039598015031515
2025-05-07 21:29:32.906831,20,2,open_short,112.19,-1,10009.62778300538,0.0,-1.1039598015031515
2025-05-07 21:29:32.946301,31,1,close_short_manual,0.0,0,10017.117787356898,7.490004351516662,-1.1039598015031515
2025-05-07 21:29:32.962435,32,1,open_long,108.13,1,10017.117787356898,0.0,-1.1039598015031515
2025-05-07 21:29:32.991953,38,1,stop_loss_long,0.0,0,10013.10054565656,0.0,-1.1039598015031515
2025-05-07 21:29:33.004721,39,1,stop_loss_long,0.0,0,10017.101780634604,0.0,-1.1039598015031515
2025-05-07 21:29:33.017348,40,1,stop_loss_long,0.0,0,10021.104614506146,0.0,-1.1039598015031515
2025-05-07 21:29:33.028940,41,1,stop_loss_long,0.0,0,10025.109047910102,0.0,-1.1039598015031515
2025-05-07 21:29:33.042290,42,1,open_long,106.38,1,10025.109047910102,0.0,-1.1039598015031515
2025-05-07 21:29:33.052821,43,2,close_long_manual,0.0,0,10025.071383058885,-0.037664851217977434,-1.1039598015031515
2025-05-07 21:29:33.065558,44,2,open_short,105.98,-1,10025.071383058885,0.0,-1.1039598015031515
2025-05-07 21:29:33.105549,55,1,close_short_manual,0.0,0,10026.039937836349,0.9685547774636811,-1.1039598015031515
2025-05-07 21:29:33.124880,56,1,open_long,105.36,1,10026.039937836349,0.0,-1.1039598015031515
2025-05-07 21:29:33.135754,57,2,close_long_manual,0.0,0,10024.719397167666,-1.3205406686825167,-1.1039598015031515
2025-05-07 21:29:33.149155,58,1,stop_loss_long,0.0,0,10028.725275038774,0.0,-1.1039598015031515
2025-05-07 21:29:33.162533,59,1,open_long,105.15,1,10028.725275038774,0.0,-1.1039598015031515
2025-05-07 21:29:33.182379,63,2,close_long_manual,0.0,0,10029.40895066344,0.6836756246640013,-1.1039598015031515
2025-05-07 21:29:33.194774,64,2,open_short,105.39,-1,10029.40895066344,0.0,-1.1039598015031515
2025-05-07 21:29:33.239152,77,1,close_short_manual,0.0,0,10035.82559208557,6.41664142213097,-1.1039598015031515
2025-05-07 21:29:33.278886,78,1,stop_loss_long,0.0,0,10040.861935531419,0.0,-1.1039598015031515
2025-05-07 21:29:33.556314,79,1,stop_loss_long,0.0,0,10044.874263960857,0.0,-1.1039598015031515
2025-05-07 21:29:33.635207,80,1,stop_loss_long,0.0,0,10048.888195716736,0.0,-1.1039598015031515
2025-05-07 21:29:33.648294,81,1,stop_loss_long,0.0,0,10052.903731439745,0.0,-1.1039598015031515
2025-05-07 21:29:33.663501,82,1,open_long,97.42,1,10052.903731439745,0.0,-1.1039598015031515
2025-05-07 21:29:33.681915,85,2,close_long_manual,0.0,0,10047.069181999332,-5.834549440413613,-1.1039598015031515
2025-05-07 21:29:33.694100,86,2,open_short,92.68,-1,10047.069181999332,0.0,-1.1039598015031515
2025-05-07 21:29:33.708660,87,1,close_short_manual,0.0,0,10044.334531444967,-2.734650554364848,-1.1039598015031515
2025-05-07 21:29:33.718573,88,1,open_long,93.82,1,10044.334531444967,0.0,-1.1039598015031515
2025-05-07 21:29:33.731925,89,2,close_long_manual,0.0,0,10045.01670116305,0.6821697180820908,-1.1039598015031515
2025-05-07 21:29:33.742882,90,2,open_short,95.15,-1,10045.01670116305,0.0,-1.1039598015031515
2025-05-07 21:29:33.755684,92,1,close_short_manual,0.0,0,10052.250097564523,7.233396401474057,-1.1039598015031515
2025-05-07 21:29:33.768445,93,1,open_long,93.01,1,10052.250097564523,0.0,-1.1039598015031515
2025-05-07 21:29:33.782816,95,2,close_long_manual,0.0,0,10052.724040185234,0.47394262071065524,-1.1039598015031515
2025-05-07 21:29:33.794760,96,2,open_short,94.45,-1,10052.724040185234,0.0,-1.1039598015031515
2025-05-07 21:29:33.845840,110,1,close_short_manual,0.0,0,10068.084497110543,15.360456925309633,-1.1039598015031515
